episode,timestep,reward
499,4000,-306.9403
1024,8000,-308.2309
1535,12000,-308.5058
2025,16000,-304.9053
2485,20000,-304.387
2978,24000,-305.9914
3496,28000,-307.3045
3978,32000,-303.3724
4433,36000,-303.8619
4951,40000,-301.81
5429,44000,-303.0245
5916,48000,-300.0667
6380,52000,-299.784
6897,56000,-301.0672
7408,60000,-299.9033
7857,64000,-297.5693
8338,68000,-297.0216
8799,72000,-296.426
9283,76000,-297.9998
9749,80000,-298.1542
10212,84000,-293.7878
10666,88000,-294.8908
11123,92000,-295.0232
11570,96000,-294.0492
12020,100000,-294.7766
12507,104000,-297.7726
12935,108000,-294.1692
13355,112000,-294.7278
13793,116000,-296.1941
14280,120000,-294.809
14696,124000,-296.1501
15126,128000,-295.1594
15531,132000,-294.9265
15963,136000,-296.4521
16448,140000,-296.6828
16843,144000,-294.1499
17253,148000,-294.0788
17694,152000,-296.9126
18122,156000,-293.4215
18557,160000,-293.8115
19004,164000,-293.0573
19462,168000,-292.1982
19864,172000,-293.2299
20302,176000,-294.3992
20700,180000,-293.0357
21110,184000,-292.3562
21519,188000,-291.1413
21938,192000,-293.966
22392,196000,-292.953
22795,200000,-293.5118
23246,204000,-293.6304
23685,208000,-294.7393
24148,212000,-293.3149
24586,216000,-292.9949
24990,220000,-292.9402
25379,224000,-291.5921
25779,228000,-292.3269
26227,232000,-292.9388
26644,236000,-293.2985
27080,240000,-293.186
27507,244000,-292.6639
27926,248000,-292.379
28299,252000,-291.0214
28662,256000,-288.7179
29024,260000,-290.2135
29295,264000,-287.6618
29638,268000,-290.8755
30000,272000,-289.2105
30316,276000,-286.5396
30647,280000,-287.6109
30969,284000,-288.8545
31286,288000,-289.1185
31624,292000,-288.5587
31984,296000,-289.986
32321,300000,-288.9247
32679,304000,-291.1445
32972,308000,-285.1452
33282,312000,-288.7747
33637,316000,-289.1356
33946,320000,-286.5966
34291,324000,-290.2679
34593,328000,-286.6522
34870,332000,-288.1201
35199,336000,-288.415
35535,340000,-290.0168
35893,344000,-289.4314
36187,348000,-287.1651
36485,352000,-288.2618
36815,356000,-287.2333
37153,360000,-289.5805
37472,364000,-288.8577
37750,368000,-288.9309
38049,372000,-288.9141
38390,376000,-288.4892
38649,380000,-285.8323
38973,384000,-289.317
39267,388000,-285.219
39564,392000,-286.4363
39864,396000,-288.0486
40166,400000,-288.4856
40482,404000,-289.0969
40796,408000,-287.8669
41088,412000,-289.0926
41390,416000,-289.0664
41659,420000,-287.777
41971,424000,-286.3985
42285,428000,-290.1764
42625,432000,-291.0301
42890,436000,-286.6866
43171,440000,-287.0759
43468,444000,-286.8186
43775,448000,-289.8138
44025,452000,-285.6901
44286,456000,-288.229
44604,460000,-288.7172
44867,464000,-287.3347
45158,468000,-286.2712
45419,472000,-289.8428
45697,476000,-289.8669
45991,480000,-288.2157
46298,484000,-290.0245
46618,488000,-288.9093
46970,492000,-287.6648
47307,496000,-288.0629
47593,500000,-286.4242
47791,504000,-282.3167
47966,508000,-282.93
48152,512000,-286.5294
48366,516000,-283.8301
48621,520000,-288.0475
48822,524000,-281.6978
49061,528000,-285.69
49284,532000,-284.9157
49491,536000,-285.4612
49723,540000,-284.7091
49916,544000,-279.9976
50155,548000,-287.9869
50364,552000,-286.0491
50570,556000,-285.4073
50791,560000,-287.7211
50991,564000,-283.0986
51207,568000,-284.0454
51413,572000,-281.5365
51629,576000,-285.1548
51833,580000,-284.6559
52073,584000,-285.6477
52304,588000,-285.8205
52498,592000,-284.0252
52737,596000,-287.7461
52947,600000,-285.4807
53182,604000,-281.6808
53431,608000,-283.7009
53650,612000,-286.7661
53889,616000,-285.7231
54096,620000,-284.3861
54287,624000,-283.1008
54506,628000,-284.3718
54694,632000,-285.7154
54898,636000,-285.5015
55095,640000,-283.0432
55335,644000,-283.4477
55543,648000,-285.453
55786,652000,-284.8573
55973,656000,-284.8251
56210,660000,-286.1119
56395,664000,-283.0473
56635,668000,-286.1344
56810,672000,-281.4688
57025,676000,-284.609
57228,680000,-282.0088
57451,684000,-287.5559
57668,688000,-286.2286
57933,692000,-287.8047
58128,696000,-282.8284
58380,700000,-288.1668
58594,704000,-284.197
58807,708000,-283.5513
59027,712000,-285.4771
59246,716000,-285.592
59474,720000,-284.1939
59678,724000,-282.2112
59866,728000,-283.4205
60076,732000,-282.0781
60281,736000,-284.4306
60489,740000,-285.0181
60731,744000,-288.287
60979,748000,-288.5007
61135,752000,-283.443
61283,756000,-280.9087
61443,760000,-280.9984
61606,764000,-281.6264
61730,768000,-277.3781
61878,772000,-281.9848
62027,776000,-281.5184
62193,780000,-278.9672
62341,784000,-277.4563
62472,788000,-277.5277
62629,792000,-280.2742
62798,796000,-280.8846
62937,800000,-275.1693
63070,804000,-278.9077
63215,808000,-279.4086
63384,812000,-284.1103
63511,816000,-279.725
63644,820000,-278.8696
