episode,timestep,reward
332,2000,-301.3442
671,4000,-301.6005
990,6000,-300.8496
1284,8000,-301.1781
1578,10000,-301.4826
1880,12000,-301.406
2118,14000,-301.8067
2345,16000,-302.6004
2573,18000,-302.7344
2790,20000,-302.844
2972,22000,-303.7433
3172,24000,-303.1957
3378,26000,-303.3204
3541,28000,-304.5275
3711,30000,-303.2956
3880,32000,-304.5939
4017,34000,-305.5821
4163,36000,-304.3281
4272,38000,-304.6576
4403,40000,-306.6475
4515,42000,-307.4815
4618,44000,-307.5126
4718,46000,-308.2873
4807,48000,-308.0341
4906,50000,-308.6805
5006,52000,-306.4013
5089,54000,-309.6089
5174,56000,-312.2803
5266,58000,-307.3745
5363,60000,-308.1152
5452,62000,-308.3164
5536,64000,-308.0964
5601,66000,-313.5441
5671,68000,-312.1783
5753,70000,-310.4603
5823,72000,-311.6555
5893,74000,-308.7557
5964,76000,-310.4654
6022,78000,-314.3902
6099,80000,-315.2751
6165,82000,-315.8477
6238,84000,-308.3676
6296,86000,-317.0789
6363,88000,-312.8516
6427,90000,-312.3142
6483,92000,-313.4987
6545,94000,-313.9452
6593,96000,-311.3909
6641,98000,-310.0741
6692,100000,-314.2933
6755,102000,-313.8629
6803,104000,-316.9423
6861,106000,-315.4055
6914,108000,-315.6744
6978,110000,-312.6304
7043,112000,-313.0206
7086,114000,-316.4064
7139,116000,-313.3156
7188,118000,-318.6557
7232,120000,-323.3679
7280,122000,-322.0109
7323,124000,-318.6271
7388,126000,-317.4351
7440,128000,-318.7671
7483,130000,-316.117
7534,132000,-319.7284
7581,134000,-317.246
7634,136000,-316.8969
7685,138000,-316.1344
7731,140000,-324.0853
7779,142000,-311.9573
7822,144000,-324.9187
7871,146000,-322.0198
7904,148000,-320.9681
7949,150000,-320.1562
7991,152000,-323.0787
8037,154000,-319.6867
8084,156000,-318.8541
8141,158000,-316.2826
8188,160000,-316.6652
8230,162000,-320.1223
8281,164000,-317.9164
8338,166000,-316.3723
8394,168000,-315.6762
8438,170000,-318.6751
8485,172000,-316.7128
8532,174000,-319.317
8579,176000,-321.4128
8624,178000,-322.8497
8681,180000,-313.7634
8734,182000,-316.7513
8778,184000,-313.5332
8822,186000,-322.2167
8867,188000,-320.3492
8914,190000,-315.3851
8956,192000,-323.4584
8999,194000,-317.4671
9039,196000,-319.2892
9089,198000,-314.9932
9135,200000,-314.0737
9173,202000,-317.68
9232,204000,-312.7839
9275,206000,-315.8108
9334,208000,-313.082
9383,210000,-315.2147
9436,212000,-313.1254
9483,214000,-319.4154
9517,216000,-318.4133
9556,218000,-312.6699
9599,220000,-318.3317
9647,222000,-317.7807
9697,224000,-313.9212
9744,226000,-318.113
9793,228000,-321.2723
9844,230000,-316.5953
9886,232000,-316.6414
9935,234000,-313.6428
9986,236000,-317.6692
10028,238000,-317.2533
10074,240000,-317.1958
10128,242000,-312.6401
10178,244000,-314.9517
10217,246000,-316.0115
10261,248000,-315.1844
10303,250000,-316.3291
10340,252000,-314.2733
10373,254000,-325.1261
10412,256000,-322.3425
10452,258000,-320.6643
10500,260000,-318.4578
10533,262000,-319.7757
10575,264000,-322.36
10616,266000,-318.8259
10666,268000,-324.2775
10705,270000,-316.9604
10745,272000,-320.3795
10792,274000,-324.9993
10836,276000,-327.864
10876,278000,-315.5825
10925,280000,-318.5866
10972,282000,-318.1315
11011,284000,-323.5215
11061,286000,-315.7048
11106,288000,-316.2783
11149,290000,-317.3218
11192,292000,-319.4714
11231,294000,-321.1723
11275,296000,-321.8409
11311,298000,-324.7181
11344,300000,-321.9838
11382,302000,-319.0622
